N (# of atoms):
34 Fe25 260.11 1.31302
34 Fe25 270.11 1.30996
34 Fe25 280.111 1.30729
34 Fe25 290.111 1.30247
34 Fe25 300.111 1.29977
34 Fe25 310.112 1.29708
34 Fe25 320.112 1.29401
34 Fe25 330.113 1.2903
34 Fe25 340.113 1.288
34 Fe25 350.113 1.28308
34 Fe25 360.114 1.28105
34 Fe25 370.114 1.27792
34 Fe25 380.114 1.27457
34 Fe25 390.115 1.27208
34 Fe25 400.115 1.26872
34 Fe25 410.116 1.26681
34 Fe25 420.116 1.26349
34 Fe25 430.116 1.26008
34 Fe25 440.117 1.25862
34 Fe25 450.117 1.25606
34 Fe25 460.117 1.25189
34 Fe25 470.118 1.25002
34 Fe25 480.118 1.24562
34 Fe25 490.119 1.24315
T= 490.119 Sum_i(J(m_i, T))
   
35 Fe26 0.100004 1.23173
35 Fe26 10.1004 1.22874
35 Fe26 20.1008 1.22589
35 Fe26 30.1011 1.22283
35 Fe26 40.1015 1.21973
35 Fe26 50.1019 1.21654
35 Fe26 60.1023 1.21327
35 Fe26 70.1027 1.20963
35 Fe26 80.103 1.20716
35 Fe26 90.1034 1.20397
35 Fe26 100.104 1.20101
35 Fe26 110.104 1.1975
35 Fe26 120.105 1.19336
35 Fe26 130.105 1.19069
35 Fe26 140.105 1.187
35 Fe26 150.106 1.18295
35 Fe26 160.106 1.17943
35 Fe26 170.106 1.1759
35 Fe26 180.107 1.1734
35 Fe26 190.107 1.16912
35 Fe26 200.108 1.16453
35 Fe26 210.108 1.16205
35 Fe26 220.108 1.15828
35 Fe26 230.109 1.15388
35 Fe26 240.109 1.15143
35 Fe26 250.109 1.14726
35 Fe26 260.11 1.14383
35 Fe26 270.11 1.1403
35 Fe26 280.111 1.13756
35 Fe26 290.111 1.13496
35 Fe26 300.111 1.13196
35 Fe26 310.112 1.12966
35 Fe26 320.112 1.12544
35 Fe26 330.113 1.12274
35 Fe26 340.113 1.11931
35 Fe26 350.113 1.11756
35 Fe26 360.114 1.11411
35 Fe26 370.114 1.11104
35 Fe26 380.114 1.10933
35 Fe26 390.115 1.10904
35 Fe26 400.115 1.10351
35 Fe26 410.116 1.10234
35 Fe26 420.116 1.09955
35 Fe26 430.116 1.09744
35 Fe26 440.117 1.09584
35 Fe26 450.117 1.09366
35 Fe26 460.117 1.0921
35 Fe26 470.118 1.08967
35 Fe26 480.118 1.08704
35 Fe26 490.119 1.0858
T= 490.119 Sum_i(J(m_i, T))
   
36 Fe27 0.100004 1.36185
36 Fe27 10.1004 1.36001
36 Fe27 20.1008 1.3579
36 Fe27 30.1011 1.35574
36 Fe27 40.1015 1.35389
36 Fe27 50.1019 1.3519
36 Fe27 60.1023 1.3495
36 Fe27 70.1027 1.34761
36 Fe27 80.103 1.34542
36 Fe27 90.1034 1.34324
36 Fe27 100.104 1.34154
36 Fe27 110.104 1.33917
36 Fe27 120.105 1.33699
36 Fe27 130.105 1.33333
36 Fe27 140.105 1.33204
36 Fe27 150.106 1.32962
36 Fe27 160.106 1.32743
36 Fe27 170.106 1.32465
36 Fe27 180.107 1.32242
36 Fe27 190.107 1.31981
36 Fe27 200.108 1.31777
36 Fe27 210.108 1.31507
36 Fe27 220.108 1.31109
36 Fe27 230.109 1.30949
36 Fe27 240.109 1.30621
36 Fe27 250.109 1.30499
36 Fe27 260.11 1.3014
36 Fe27 270.11 1.29968
36 Fe27 280.111 1.29727
36 Fe27 290.111 1.29422
36 Fe27 300.111 1.29054
36 Fe27 310.112 1.28904
36 Fe27 320.112 1.28444
36 Fe27 330.113 1.2825
36 Fe27 340.113 1.28049
36 Fe27 350.113 1.27778
36 Fe27 360.114 1.27557
36 Fe27 370.114 1.27286
36 Fe27 380.114 1.27038
36 Fe27 390.115 1.26653
36 Fe27 400.115 1.26511
36 Fe27 410.116 1.26208
36 Fe27 420.116 1.26012
36 Fe27 430.116 1.25639
36 Fe27 440.117 1.25462
36 Fe27 450.117 1.25329
36 Fe27 460.117 1.24967
36 Fe27 470.118 1.24879
36 Fe27 480.118 1.24451
36 Fe27 490.119 1.24257
T= 490.119 Sum_i(J(m_i, T))
   
37 Fe28 0.100004 0.521969
37 Fe28 10.1004 0.461953
37 Fe28 20.1008 0.447921
37 Fe28 30.1011 0.451511
37 Fe28 40.1015 0.457038
37 Fe28 50.1019 0.465677
37 Fe28 60.1023 0.473387
37 Fe28 70.1027 0.480845
37 Fe28 80.103 0.488843
37 Fe28 90.1034 0.494229
37 Fe28 100.104 0.502028
37 Fe28 110.104 0.509486
37 Fe28 120.105 0.517249
37 Fe28 130.105 0.522505
37 Fe28 140.105 0.529671
37 Fe28 150.106 0.534704
37 Fe28 160.106 0.539182
37 Fe28 170.106 0.543331
37 Fe28 180.107 0.550006
37 Fe28 190.107 0.553643
37 Fe28 200.108 0.560644
37 Fe28 210.108 0.563829
37 Fe28 220.108 0.567419
37 Fe28 230.109 0.573132
37 Fe28 240.109 0.576217
37 Fe28 250.109 0.58103
37 Fe28 260.11 0.585338
37 Fe28 270.11 0.590297
37 Fe28 280.111 0.593513
37 Fe28 290.111 0.595156
37 Fe28 300.111 0.600032
37 Fe28 310.112 0.603892
37 Fe28 320.112 0.607557
37 Fe28 330.113 0.610818
37 Fe28 340.113 0.613116
37 Fe28 350.113 0.618357
37 Fe28 360.114 0.619724
37 Fe28 370.114 0.621938
37 Fe28 380.114 0.625417
37 Fe28 390.115 0.628389
37 Fe28 400.115 0.632274
37 Fe28 410.116 0.635795
37 Fe28 420.116 0.639872
37 Fe28 430.116 0.641877
37 Fe28 440.117 0.644155
37 Fe28 450.117 0.644629
37 Fe28 460.117 0.648056
37 Fe28 470.118 0.649536
37 Fe28 480.118 0.655001
37 Fe28 490.119 0.657974
T= 490.119 Sum_i(J(m_i, T))
   
38 Fe29 0.100004 0.693526
38 Fe29 10.1004 0.682296
38 Fe29 20.1008 0.672072
38 Fe29 30.1011 0.66197
38 Fe29 40.1015 0.653663
38 Fe29 50.1019 0.646809
38 Fe29 60.1023 0.640885
38 Fe29 70.1027 0.636699
38 Fe29 80.103 0.633379
38 Fe29 90.1034 0.630094
38 Fe29 100.104 0.6295
38 Fe29 110.104 0.627894
38 Fe29 120.105 0.628129
38 Fe29 130.105 0.627404
38 Fe29 140.105 0.627636
38 Fe29 150.106 0.627577
38 Fe29 160.106 0.631206
38 Fe29 170.106 0.630145
38 Fe29 180.107 0.63334
38 Fe29 190.107 0.633803
38 Fe29 200.108 0.635001
38 Fe29 210.108 0.636814
38 Fe29 220.108 0.640051
38 Fe29 230.109 0.639537
38 Fe29 240.109 0.641532
38 Fe29 250.109 0.642463
38 Fe29 260.11 0.647138
38 Fe29 270.11 0.64723
38 Fe29 280.111 0.649702
38 Fe29 290.111 0.650974
38 Fe29 300.111 0.652792
38 Fe29 310.112 0.655796
38 Fe29 320.112 0.656163
38 Fe29 330.113 0.66019
38 Fe29 340.113 0.66044
38 Fe29 350.113 0.662714
38 Fe29 360.114 0.665264
38 Fe29 370.114 0.665622
38 Fe29 380.114 0.667654
38 Fe29 390.115 0.670043
38 Fe29 400.115 0.672391
38 Fe29 410.116 0.675178
38 Fe29 420.116 0.676885
38 Fe29 430.116 0.679145
38 Fe29 440.117 0.679888
38 Fe29 450.117 0.682346
38 Fe29 460.117 0.683694
38 Fe29 470.118 0.686392
38 Fe29 480.118 0.686442
38 Fe29 490.119 0.6891
T= 490.119 Sum_i(J(m_i, T))
   
39 Fe30 0.100004 1.39323
39 Fe30 10.1004 1.39125
39 Fe30 20.1008 1.38931
39 Fe30 30.1011 1.38749
39 Fe30 40.1015 1.38557
39 Fe30 50.1019 1.38313
39 Fe30 60.1023 1.38092
39 Fe30 70.1027 1.3793
39 Fe30 80.103 1.37673
39 Fe30 90.1034 1.37511
39 Fe30 100.104 1.3727
39 Fe30 110.104 1.37079
39 Fe30 120.105 1.3689
39 Fe30 130.105 1.36635
39 Fe30 140.105 1.36333
39 Fe30 150.106 1.36136
39 Fe30 160.106 1.35881
39 Fe30 170.106 1.35647
39 Fe30 180.107 1.35392
39 Fe30 190.107 1.35238
39 Fe30 200.108 1.34871
39 Fe30 210.108 1.34671
39 Fe30 220.108 1.34492
39 Fe30 230.109 1.3415
39 Fe30 240.109 1.3389
39 Fe30 250.109 1.33541
39 Fe30 260.11 1.33391
39 Fe30 270.11 1.33014
39 Fe30 280.111 1.32817
39 Fe30 290.111 1.32434
39 Fe30 300.111 1.32181
39 Fe30 310.112 1.31895
39 Fe30 320.112 1.31711
39 Fe30 330.113 1.31328
39 Fe30 340.113 1.31063
39 Fe30 350.113 1.30836
39 Fe30 360.114 1.30542
39 Fe30 370.114 1.30244
39 Fe30 380.114 1.30089
39 Fe30 390.115 1.29709
39 Fe30 400.115 1.29388
39 Fe30 410.116 1.29079
39 Fe30 420.116 1.28841
39 Fe30 430.116 1.28647
39 Fe30 440.117 1.28178
39 Fe30 450.117 1.28178
39 Fe30 460.117 1.2773
39 Fe30 470.118 1.27511
39 Fe30 480.118 1.27257
39 Fe30 490.119 1.27044
T= 490.119 Sum_i(J(m_i, T))
   
40 Fe31 0.100004 1.2468
40 Fe31 10.1004 1.24399
40 Fe31 20.1008 1.24126
40 Fe31 30.1011 1.23856
40 Fe31 40.1015 1.23555
40 Fe31 50.1019 1.23293
40 Fe31 60.1023 1.22958
40 Fe31 70.1027 1.22675
40 Fe31 80.103 1.22389
40 Fe31 90.1034 1.22045
40 Fe31 100.104 1.21785
40 Fe31 110.104 1.21424
40 Fe31 120.105 1.21049
40 Fe31 130.105 1.2076
40 Fe31 140.105 1.20394
40 Fe31 150.106 1.20023
40 Fe31 160.106 1.1982
40 Fe31 170.106 1.1922
40 Fe31 180.107 1.18977
40 Fe31 190.107 1.18596
40 Fe31 200.108 1.18203
40 Fe31 210.108 1.17936
40 Fe31 220.108 1.17542
40 Fe31 230.109 1.17219
40 Fe31 240.109 1.16859
40 Fe31 250.109 1.1645
40 Fe31 260.11 1.16012
40 Fe31 270.11 1.15665
40 Fe31 280.111 1.15484
40 Fe31 290.111 1.15139
40 Fe31 300.111 1.14703
40 Fe31 310.112 1.14431
40 Fe31 320.112 1.14144
40 Fe31 330.113 1.13837
40 Fe31 340.113 1.13558
40 Fe31 350.113 1.13281
40 Fe31 360.114 1.13015
40 Fe31 370.114 1.1253
40 Fe31 380.114 1.12257
40 Fe31 390.115 1.12085
40 Fe31 400.115 1.11859
40 Fe31 410.116 1.11677
40 Fe31 420.116 1.11335
40 Fe31 430.116 1.10996
40 Fe31 440.117 1.10771
40 Fe31 450.117 1.10552
40 Fe31 460.117 1.10529
40 Fe31 470.118 1.10149
40 Fe31 480.118 1.10074
40 Fe31 490.119 1.09772
T= 490.119 Sum_i(J(m_i, T))
   
41 Fe32 0.100004 1.36394
41 Fe32 10.1004 1.36179
41 Fe32 20.1008 1.35985
41 Fe32 30.1011 1.35698
41 Fe32 40.1015 1.35527
41 Fe32 50.1019 1.35302
41 Fe32 60.1023 1.35056
41 Fe32 70.1027 1.3479
41 Fe32 80.103 1.34621
41 Fe32 90.1034 1.3437
41 Fe32 100.104 1.34078
41 Fe32 110.104 1.33824
41 Fe32 120.105 1.3361
41 Fe32 130.105 1.33328
41 Fe32 140.105 1.33071
41 Fe32 150.106 1.32797
41 Fe32 160.106 1.32602
41 Fe32 170.106 1.32358
41 Fe32 180.107 1.32022
41 Fe32 190.107 1.31727
41 Fe32 200.108 1.31501
41 Fe32 210.108 1.31202
41 Fe32 220.108 1.30892
41 Fe32 230.109 1.30596
41 Fe32 240.109 1.30285
41 Fe32 250.109 1.29905
41 Fe32 260.11 1.29639
41 Fe32 270.11 1.29366
41 Fe32 280.111 1.28982
41 Fe32 290.111 1.28661
41 Fe32 300.111 1.28425
41 Fe32 310.112 1.28014
41 Fe32 320.112 1.27685
41 Fe32 330.113 1.27462
41 Fe32 340.113 1.27245
41 Fe32 350.113 1.26948
41 Fe32 360.114 1.2658
41 Fe32 370.114 1.26364
41 Fe32 380.114 1.25998
41 Fe32 390.115 1.25812
41 Fe32 400.115 1.2541
41 Fe32 410.116 1.25209
41 Fe32 420.116 1.24883
41 Fe32 430.116 1.2459
41 Fe32 440.117 1.24444
41 Fe32 450.117 1.24003
41 Fe32 460.117 1.23867
41 Fe32 470.118 1.23646
41 Fe32 480.118 1.23155
41 Fe32 490.119 1.23007
T= 490.119 Sum_i(J(m_i, T))
   
42 Fe33 0.100004 1.14818
42 Fe33 10.1004 1.14466
42 Fe33 20.1008 1.14113
42 Fe33 30.1011 1.13807
42 Fe33 40.1015 1.13427
42 Fe33 50.1019 1.1311
42 Fe33 60.1023 1.12765
42 Fe33 70.1027 1.12423
42 Fe33 80.103 1.11959
42 Fe33 90.1034 1.11598
42 Fe33 100.104 1.11198
42 Fe33 110.104 1.10798
42 Fe33 120.105 1.10442
42 Fe33 130.105 1.10076
42 Fe33 140.105 1.09622
42 Fe33 150.106 1.09293
42 Fe33 160.106 1.08963
42 Fe33 170.106 1.08461
42 Fe33 180.107 1.08109
42 Fe33 190.107 1.07705
42 Fe33 200.108 1.07453
42 Fe33 210.108 1.07041
42 Fe33 220.108 1.06662
42 Fe33 230.109 1.06396
42 Fe33 240.109 1.05993
42 Fe33 250.109 1.05773
42 Fe33 260.11 1.05337
42 Fe33 270.11 1.05006
42 Fe33 280.111 1.04777
42 Fe33 290.111 1.0449
42 Fe33 300.111 1.04115
42 Fe33 310.112 1.03828
42 Fe33 320.112 1.03604
42 Fe33 330.113 1.03275
42 Fe33 340.113 1.03096
42 Fe33 350.113 1.02797
42 Fe33 360.114 1.02705
42 Fe33 370.114 1.02504
42 Fe33 380.114 1.02224
42 Fe33 390.115 1.01919
42 Fe33 400.115 1.01828
42 Fe33 410.116 1.01486
42 Fe33 420.116 1.01681
42 Fe33 430.116 1.01385
42 Fe33 440.117 1.01233
42 Fe33 450.117 1.01032
42 Fe33 460.117 1.00827
42 Fe33 470.118 1.00757
42 Fe33 480.118 1.00708
42 Fe33 490.119 1.0037
T= 490.119 Sum_i(J(m_i, T))
   
43 Fe34 0.100004 1.24184
43 Fe34 10.1004 1.2389
43 Fe34 20.1008 1.23632
43 Fe34 30.1011 1.23295
43 Fe34 40.1015 1.22966
43 Fe34 50.1019 1.22702
43 Fe34 60.1023 1.22353
43 Fe34 70.1027 1.22078
43 Fe34 80.103 1.2176
43 Fe34 90.1034 1.21373
43 Fe34 100.104 1.21157
43 Fe34 110.104 1.20697
43 Fe34 120.105 1.20382
43 Fe34 130.105 1.19983
43 Fe34 140.105 1.19647
43 Fe34 150.106 1.19257
43 Fe34 160.106 1.18854
43 Fe34 170.106 1.18465
43 Fe34 180.107 1.17921
43 Fe34 190.107 1.1763
43 Fe34 200.108 1.17258
43 Fe34 210.108 1.16866
43 Fe34 220.108 1.16613
43 Fe34 230.109 1.1619
43 Fe34 240.109 1.15698
43 Fe34 250.109 1.1545
43 Fe34 260.11 1.14981
43 Fe34 270.11 1.14492
43 Fe34 280.111 1.14242
43 Fe34 290.111 1.13915
43 Fe34 300.111 1.13591
43 Fe34 310.112 1.13288
43 Fe34 320.112 1.1309
43 Fe34 330.113 1.12613
43 Fe34 340.113 1.12335
43 Fe34 350.113 1.11886
43 Fe34 360.114 1.11669
43 Fe34 370.114 1.11469
43 Fe34 380.114 1.11093
43 Fe34 390.115 1.10855
43 Fe34 400.115 1.10649
43 Fe34 410.116 1.10536
43 Fe34 420.116 1.10189
43 Fe34 430.116 1.09905
43 Fe34 440.117 1.09536
43 Fe34 450.117 1.096
43 Fe34 460.117 1.09262
43 Fe34 470.118 1.09159
43 Fe34 480.118 1.08791
43 Fe34 490.119 1.08867
T= 490.119 Sum_i(J(m_i, T))
   
44 Fe35 0.100004 1.44602
44 Fe35 10.1004 1.4436
44 Fe35 20.1008 1.44111
44 Fe35 30.1011 1.43861
44 Fe35 40.1015 1.43606
44 Fe35 50.1019 1.43312
44 Fe35 60.1023 1.4311
44 Fe35 70.1027 1.42763
44 Fe35 80.103 1.42499
44 Fe35 90.1034 1.4223
44 Fe35 100.104 1.41973
44 Fe35 110.104 1.41642
44 Fe35 120.105 1.41349
44 Fe35 130.105 1.41061
44 Fe35 140.105 1.40642
44 Fe35 150.106 1.40287
44 Fe35 160.106 1.39965
44 Fe35 170.106 1.39621
44 Fe35 180.107 1.39285
44 Fe35 190.107 1.38853
44 Fe35 200.108 1.38381
44 Fe35 210.108 1.38113
44 Fe35 220.108 1.37677
44 Fe35 230.109 1.37215
44 Fe35 240.109 1.36801
44 Fe35 250.109 1.36411
44 Fe35 260.11 1.36078
44 Fe35 270.11 1.3563
44 Fe35 280.111 1.34991
44 Fe35 290.111 1.34631
44 Fe35 300.111 1.34322
44 Fe35 310.112 1.33731
44 Fe35 320.112 1.33316
44 Fe35 330.113 1.32951
44 Fe35 340.113 1.32579
44 Fe35 350.113 1.32158
44 Fe35 360.114 1.31762
44 Fe35 370.114 1.3138
44 Fe35 380.114 1.31033
44 Fe35 390.115 1.30788
44 Fe35 400.115 1.30177
44 Fe35 410.116 1.29729
44 Fe35 420.116 1.29429
44 Fe35 430.116 1.29121
44 Fe35 440.117 1.28685
44 Fe35 450.117 1.2842
44 Fe35 460.117 1.28168
44 Fe35 470.118 1.27836
44 Fe35 480.118 1.27357
44 Fe35 490.119 1.27186
T= 490.119 Sum_i(J(m_i, T))
   
45 Fe36 0.100004 1.33146
45 Fe36 10.1004 1.32925
45 Fe36 20.1008 1.32707
45 Fe36 30.1011 1.32499
45 Fe36 40.1015 1.32278
45 Fe36 50.1019 1.32055
45 Fe36 60.1023 1.31791
45 Fe36 70.1027 1.31622
45 Fe36 80.103 1.3135
45 Fe36 90.1034 1.31113
45 Fe36 100.104 1.30883
45 Fe36 110.104 1.30623
45 Fe36 120.105 1.30357
45 Fe36 130.105 1.30226
45 Fe36 140.105 1.29929
45 Fe36 150.106 1.29731
45 Fe36 160.106 1.29463
45 Fe36 170.106 1.29073
45 Fe36 180.107 1.2878
45 Fe36 190.107 1.28463
45 Fe36 200.108 1.28212
45 Fe36 210.108 1.27988
45 Fe36 220.108 1.27733
45 Fe36 230.109 1.27456
45 Fe36 240.109 1.27073
45 Fe36 250.109 1.26974
45 Fe36 260.11 1.26638
45 Fe36 270.11 1.26246
45 Fe36 280.111 1.25887
45 Fe36 290.111 1.25622
45 Fe36 300.111 1.25407
45 Fe36 310.112 1.25132
45 Fe36 320.112 1.24798
45 Fe36 330.113 1.24627
45 Fe36 340.113 1.24175
45 Fe36 350.113 1.23926
45 Fe36 360.114 1.23663
45 Fe36 370.114 1.23547
45 Fe36 380.114 1.23256
45 Fe36 390.115 1.22763
45 Fe36 400.115 1.22636
45 Fe36 410.116 1.22259
45 Fe36 420.116 1.21911
45 Fe36 430.116 1.21804
45 Fe36 440.117 1.21576
45 Fe36 450.117 1.21169
45 Fe36 460.117 1.20976
45 Fe36 470.118 1.20863
45 Fe36 480.118 1.20645
45 Fe36 490.119 1.20384
T= 490.119 Sum_i(J(m_i, T))
   
46 Fe37 0.100004 1.22082
46 Fe37 10.1004 1.21786
46 Fe37 20.1008 1.21429
46 Fe37 30.1011 1.21107
46 Fe37 40.1015 1.20769
46 Fe37 50.1019 1.20431
46 Fe37 60.1023 1.20036
46 Fe37 70.1027 1.19702
46 Fe37 80.103 1.19353
46 Fe37 90.1034 1.18951
46 Fe37 100.104 1.1854
46 Fe37 110.104 1.18139
46 Fe37 120.105 1.17738
46 Fe37 130.105 1.17293
46 Fe37 140.105 1.16852
46 Fe37 150.106 1.16344
46 Fe37 160.106 1.15836
46 Fe37 170.106 1.1544
46 Fe37 180.107 1.14983
46 Fe37 190.107 1.14515
46 Fe37 200.108 1.1401
46 Fe37 210.108 1.13622
46 Fe37 220.108 1.13303
46 Fe37 230.109 1.1273
46 Fe37 240.109 1.1233
46 Fe37 250.109 1.11792
46 Fe37 260.11 1.11485
46 Fe37 270.11 1.11069
46 Fe37 280.111 1.10642
46 Fe37 290.111 1.1027
46 Fe37 300.111 1.09983
46 Fe37 310.112 1.0958
46 Fe37 320.112 1.09234
46 Fe37 330.113 1.08982
46 Fe37 340.113 1.08623
46 Fe37 350.113 1.08297
46 Fe37 360.114 1.08006
46 Fe37 370.114 1.07674
46 Fe37 380.114 1.07384
46 Fe37 390.115 1.07167
46 Fe37 400.115 1.06905
46 Fe37 410.116 1.06588
46 Fe37 420.116 1.06508
46 Fe37 430.116 1.06177
46 Fe37 440.117 1.06012
46 Fe37 450.117 1.05865
46 Fe37 460.117 1.05558
46 Fe37 470.118 1.05411
46 Fe37 480.118 1.05118
46 Fe37 490.119 1.04935
T= 490.119 Sum_i(J(m_i, T))
   
47 Fe38 0.100004 1.42059
47 Fe38 10.1004 1.41904
47 Fe38 20.1008 1.41697
47 Fe38 30.1011 1.4155
47 Fe38 40.1015 1.41356
47 Fe38 50.1019 1.41153
47 Fe38 60.1023 1.4101
47 Fe38 70.1027 1.40803
47 Fe38 80.103 1.40582
47 Fe38 90.1034 1.40409
47 Fe38 100.104 1.40234
47 Fe38 110.104 1.401
47 Fe38 120.105 1.39827
47 Fe38 130.105 1.39674
47 Fe38 140.105 1.39394
47 Fe38 150.106 1.39264
47 Fe38 160.106 1.39007
47 Fe38 170.106 1.38854
47 Fe38 180.107 1.3864
47 Fe38 190.107 1.3837
47 Fe38 200.108 1.38227
47 Fe38 210.108 1.37955
47 Fe38 220.108 1.37744
47 Fe38 230.109 1.37571
47 Fe38 240.109 1.37373
47 Fe38 250.109 1.37104
47 Fe38 260.11 1.36971
47 Fe38 270.11 1.36583
47 Fe38 280.111 1.36528
47 Fe38 290.111 1.36223
47 Fe38 300.111 1.35989
47 Fe38 310.112 1.35687
47 Fe38 320.112 1.35589
47 Fe38 330.113 1.35298
47 Fe38 340.113 1.35002
47 Fe38 350.113 1.34709
47 Fe38 360.114 1.34535
47 Fe38 370.114 1.34355
47 Fe38 380.114 1.34018
47 Fe38 390.115 1.33907
47 Fe38 400.115 1.33616
47 Fe38 410.116 1.33412
47 Fe38 420.116 1.32926
47 Fe38 430.116 1.32923
47 Fe38 440.117 1.32628
47 Fe38 450.117 1.32361
47 Fe38 460.117 1.32287
47 Fe38 470.118 1.31981
47 Fe38 480.118 1.31692
47 Fe38 490.119 1.31416
T= 490.119 Sum_i(J(m_i, T))
   
48 Fe39 0.100004 0.873083
48 Fe39 10.1004 0.855487
48 Fe39 20.1008 0.83833
48 Fe39 30.1011 0.82227
48 Fe39 40.1015 0.808872
48 Fe39 50.1019 0.797413
48 Fe39 60.1023 0.786375
48 Fe39 70.1027 0.779593
48 Fe39 80.103 0.77198
48 Fe39 90.1034 0.766008
48 Fe39 100.104 0.761176
48 Fe39 110.104 0.757511
48 Fe39 120.105 0.755073
48 Fe39 130.105 0.752873
48 Fe39 140.105 0.751954
48 Fe39 150.106 0.749431
48 Fe39 160.106 0.747913
48 Fe39 170.106 0.747857
48 Fe39 180.107 0.747374
48 Fe39 190.107 0.747931
48 Fe39 200.108 0.745863
48 Fe39 210.108 0.746563
48 Fe39 220.108 0.747093
48 Fe39 230.109 0.74757
48 Fe39 240.109 0.748712
48 Fe39 250.109 0.749104
48 Fe39 260.11 0.750164
48 Fe39 270.11 0.751102
48 Fe39 280.111 0.752208
48 Fe39 290.111 0.751145
48 Fe39 300.111 0.755739
48 Fe39 310.112 0.756067
48 Fe39 320.112 0.756159
48 Fe39 330.113 0.757917
48 Fe39 340.113 0.759584
48 Fe39 350.113 0.759914
48 Fe39 360.114 0.759895
48 Fe39 370.114 0.761103
48 Fe39 380.114 0.763507
48 Fe39 390.115 0.766252
48 Fe39 400.115 0.76686
48 Fe39 410.116 0.766859
48 Fe39 420.116 0.767801
48 Fe39 430.116 0.769055
48 Fe39 440.117 0.770326
48 Fe39 450.117 0.771026
48 Fe39 460.117 0.775197
48 Fe39 470.118 0.775642
48 Fe39 480.118 0.77714
48 Fe39 490.119 0.777809
T= 490.119 Sum_i(J(m_i, T))
   
49 Fe40 0.100004 1.15026
49 Fe40 10.1004 1.14489
49 Fe40 20.1008 1.13896
49 Fe40 30.1011 1.13291
49 Fe40 40.1015 1.12671
49 Fe40 50.1019 1.11967
49 Fe40 60.1023 1.11195
49 Fe40 70.1027 1.10467
49 Fe40 80.103 1.09562
49 Fe40 90.1034 1.08722
49 Fe40 100.104 1.07804
49 Fe40 110.104 1.06787
49 Fe40 120.105 1.05991
49 Fe40 130.105 1.05192
49 Fe40 140.105 1.04395
49 Fe40 150.106 1.03487
49 Fe40 160.106 1.02792
49 Fe40 170.106 1.02062
49 Fe40 180.107 1.01336
49 Fe40 190.107 1.00885
49 Fe40 200.108 1.0029
49 Fe40 210.108 0.997023
49 Fe40 220.108 0.992685
49 Fe40 230.109 0.987075
49 Fe40 240.109 0.982962
49 Fe40 250.109 0.979493
49 Fe40 260.11 0.974531
49 Fe40 270.11 0.97089
49 Fe40 280.111 0.968983
49 Fe40 290.111 0.964357
49 Fe40 300.111 0.964202
49 Fe40 310.112 0.960137
49 Fe40 320.112 0.958871
49 Fe40 330.113 0.955675
49 Fe40 340.113 0.95236
49 Fe40 350.113 0.951494
49 Fe40 360.114 0.948883
49 Fe40 370.114 0.945738
49 Fe40 380.114 0.944808
49 Fe40 390.115 0.944582
49 Fe40 400.115 0.941985
49 Fe40 410.116 0.94149
49 Fe40 420.116 0.940519
49 Fe40 430.116 0.940668
49 Fe40 440.117 0.937678
49 Fe40 450.117 0.937518
49 Fe40 460.117 0.939261
49 Fe40 470.118 0.936861
49 Fe40 480.118 0.936649
49 Fe40 490.119 0.935702
T= 490.119 Sum_i(J(m_i, T))
   
50 Fe41 0.100004 1.14186
50 Fe41 10.1004 1.13869
50 Fe41 20.1008 1.13562
50 Fe41 30.1011 1.13207
50 Fe41 40.1015 1.12907
50 Fe41 50.1019 1.1252
50 Fe41 60.1023 1.12223
50 Fe41 70.1027 1.11868
50 Fe41 80.103 1.11474
50 Fe41 90.1034 1.11084
50 Fe41 100.104 1.10739
50 Fe41 110.104 1.104
50 Fe41 120.105 1.09969
50 Fe41 130.105 1.09613
50 Fe41 140.105 1.09326
50 Fe41 150.106 1.08925
50 Fe41 160.106 1.08494
50 Fe41 170.106 1.08042
50 Fe41 180.107 1.07692
50 Fe41 190.107 1.07257
50 Fe41 200.108 1.06919
50 Fe41 210.108 1.06591
50 Fe41 220.108 1.06098
50 Fe41 230.109 1.05935
50 Fe41 240.109 1.05527
50 Fe41 250.109 1.05237
50 Fe41 260.11 1.04792
50 Fe41 270.11 1.04623
50 Fe41 280.111 1.04192
50 Fe41 290.111 1.04151
50 Fe41 300.111 1.0354
50 Fe41 310.112 1.03388
50 Fe41 320.112 1.03087
50 Fe41 330.113 1.02831
50 Fe41 340.113 1.02577
50 Fe41 350.113 1.02347
50 Fe41 360.114 1.0219
50 Fe41 370.114 1.01905
50 Fe41 380.114 1.01731
50 Fe41 390.115 1.01601
50 Fe41 400.115 1.0132
50 Fe41 410.116 1.01186
50 Fe41 420.116 1.01035
50 Fe41 430.116 1.00741
50 Fe41 440.117 1.00659
50 Fe41 450.117 1.00381
50 Fe41 460.117 1.00294
50 Fe41 470.118 1.00226
50 Fe41 480.118 1.00049
50 Fe41 490.119 0.999743
T= 490.119 Sum_i(J(m_i, T))
   
51 Fe42 0.100004 1.38297
51 Fe42 10.1004 1.38023
51 Fe42 20.1008 1.3772
51 Fe42 30.1011 1.37417
51 Fe42 40.1015 1.37156
51 Fe42 50.1019 1.36837
51 Fe42 60.1023 1.365
51 Fe42 70.1027 1.36173
51 Fe42 80.103 1.35882
51 Fe42 90.1034 1.35479
51 Fe42 100.104 1.35136
51 Fe42 110.104 1.34811
51 Fe42 120.105 1.34511
51 Fe42 130.105 1.34147
51 Fe42 140.105 1.33683
