N (# of atoms):
34 Fe25 190.107 1.33319
34 Fe25 200.108 1.32988
34 Fe25 210.108 1.32643
34 Fe25 220.108 1.32269
34 Fe25 230.109 1.31975
34 Fe25 240.109 1.31622
34 Fe25 250.109 1.31229
34 Fe25 260.11 1.31005
34 Fe25 270.11 1.30693
34 Fe25 280.111 1.30408
34 Fe25 290.111 1.29939
34 Fe25 300.111 1.29661
34 Fe25 310.112 1.2939
34 Fe25 320.112 1.2909
34 Fe25 330.113 1.28695
34 Fe25 340.113 1.28481
34 Fe25 350.113 1.27993
34 Fe25 360.114 1.27768
34 Fe25 370.114 1.27461
34 Fe25 380.114 1.27127
34 Fe25 390.115 1.2687
34 Fe25 400.115 1.26549
34 Fe25 410.116 1.26364
34 Fe25 420.116 1.26028
34 Fe25 430.116 1.25685
34 Fe25 440.117 1.25535
34 Fe25 450.117 1.25267
34 Fe25 460.117 1.24902
34 Fe25 470.118 1.2468
34 Fe25 480.118 1.24254
34 Fe25 490.119 1.24018
T= 490.119 Sum_i(J(m_i, T))
   
35 Fe26 0.100004 1.17038
35 Fe26 10.1004 1.16671
35 Fe26 20.1008 1.16331
35 Fe26 30.1011 1.15942
35 Fe26 40.1015 1.15557
35 Fe26 50.1019 1.15196
35 Fe26 60.1023 1.14739
35 Fe26 70.1027 1.14314
35 Fe26 80.103 1.13922
35 Fe26 90.1034 1.13565
35 Fe26 100.104 1.1318
35 Fe26 110.104 1.12821
35 Fe26 120.105 1.12351
35 Fe26 130.105 1.1195
35 Fe26 140.105 1.11538
35 Fe26 150.106 1.11099
35 Fe26 160.106 1.10545
35 Fe26 170.106 1.1033
35 Fe26 180.107 1.09973
35 Fe26 190.107 1.09414
35 Fe26 200.108 1.09032
35 Fe26 210.108 1.08739
35 Fe26 220.108 1.08393
35 Fe26 230.109 1.07909
35 Fe26 240.109 1.076
35 Fe26 250.109 1.07251
35 Fe26 260.11 1.06895
35 Fe26 270.11 1.06549
35 Fe26 280.111 1.06277
35 Fe26 290.111 1.06119
35 Fe26 300.111 1.0577
35 Fe26 310.112 1.05539
35 Fe26 320.112 1.05185
35 Fe26 330.113 1.04828
35 Fe26 340.113 1.04596
35 Fe26 350.113 1.04433
35 Fe26 360.114 1.04078
35 Fe26 370.114 1.03983
35 Fe26 380.114 1.03692
35 Fe26 390.115 1.0372
35 Fe26 400.115 1.03298
35 Fe26 410.116 1.03201
35 Fe26 420.116 1.02985
35 Fe26 430.116 1.02891
35 Fe26 440.117 1.02707
35 Fe26 450.117 1.02569
35 Fe26 460.117 1.02342
35 Fe26 470.118 1.02139
35 Fe26 480.118 1.01951
35 Fe26 490.119 1.01874
T= 490.119 Sum_i(J(m_i, T))
   
36 Fe27 0.100004 1.39104
36 Fe27 10.1004 1.38921
36 Fe27 20.1008 1.38779
36 Fe27 30.1011 1.3856
36 Fe27 40.1015 1.38426
36 Fe27 50.1019 1.38227
36 Fe27 60.1023 1.38036
36 Fe27 70.1027 1.37837
36 Fe27 80.103 1.3766
36 Fe27 90.1034 1.37521
36 Fe27 100.104 1.37351
36 Fe27 110.104 1.37139
36 Fe27 120.105 1.36914
36 Fe27 130.105 1.36677
36 Fe27 140.105 1.36535
36 Fe27 150.106 1.36375
36 Fe27 160.106 1.36157
36 Fe27 170.106 1.35923
36 Fe27 180.107 1.35697
36 Fe27 190.107 1.35501
36 Fe27 200.108 1.35289
36 Fe27 210.108 1.35064
36 Fe27 220.108 1.34793
36 Fe27 230.109 1.34685
36 Fe27 240.109 1.34423
36 Fe27 250.109 1.34256
36 Fe27 260.11 1.34018
36 Fe27 270.11 1.33826
36 Fe27 280.111 1.33665
36 Fe27 290.111 1.33373
36 Fe27 300.111 1.33068
36 Fe27 310.112 1.32897
36 Fe27 320.112 1.32525
36 Fe27 330.113 1.32364
36 Fe27 340.113 1.32229
36 Fe27 350.113 1.31997
36 Fe27 360.114 1.31689
36 Fe27 370.114 1.31554
36 Fe27 380.114 1.31293
36 Fe27 390.115 1.30975
36 Fe27 400.115 1.30826
36 Fe27 410.116 1.30593
36 Fe27 420.116 1.30455
36 Fe27 430.116 1.30123
36 Fe27 440.117 1.29881
36 Fe27 450.117 1.29818
36 Fe27 460.117 1.29447
36 Fe27 470.118 1.29318
36 Fe27 480.118 1.29019
36 Fe27 490.119 1.28838
T= 490.119 Sum_i(J(m_i, T))
   
37 Fe28 0.100004 0.234127
37 Fe28 10.1004 0.240074
37 Fe28 20.1008 0.24671
37 Fe28 30.1011 0.253789
37 Fe28 40.1015 0.262195
37 Fe28 50.1019 0.271073
37 Fe28 60.1023 0.281202
37 Fe28 70.1027 0.292354
37 Fe28 80.103 0.302897
37 Fe28 90.1034 0.31417
37 Fe28 100.104 0.326038
37 Fe28 110.104 0.336844
37 Fe28 120.105 0.348344
37 Fe28 130.105 0.358405
37 Fe28 140.105 0.370801
37 Fe28 150.106 0.38128
37 Fe28 160.106 0.391167
37 Fe28 170.106 0.400419
37 Fe28 180.107 0.411183
37 Fe28 190.107 0.420566
37 Fe28 200.108 0.429986
37 Fe28 210.108 0.437153
37 Fe28 220.108 0.445716
37 Fe28 230.109 0.454215
37 Fe28 240.109 0.46057
37 Fe28 250.109 0.469516
37 Fe28 260.11 0.478216
37 Fe28 270.11 0.485884
37 Fe28 280.111 0.49245
37 Fe28 290.111 0.497654
37 Fe28 300.111 0.504531
37 Fe28 310.112 0.510843
37 Fe28 320.112 0.517412
37 Fe28 330.113 0.523199
37 Fe28 340.113 0.527889
37 Fe28 350.113 0.536406
37 Fe28 360.114 0.539591
37 Fe28 370.114 0.544854
37 Fe28 380.114 0.550285
37 Fe28 390.115 0.55603
37 Fe28 400.115 0.560765
37 Fe28 410.116 0.56682
37 Fe28 420.116 0.572219
37 Fe28 430.116 0.576136
37 Fe28 440.117 0.580516
37 Fe28 450.117 0.581762
37 Fe28 460.117 0.5877
37 Fe28 470.118 0.591137
37 Fe28 480.118 0.597824
37 Fe28 490.119 0.602419
T= 490.119 Sum_i(J(m_i, T))
   
38 Fe29 0.100004 0.67188
38 Fe29 10.1004 0.662979
38 Fe29 20.1008 0.655239
38 Fe29 30.1011 0.647788
38 Fe29 40.1015 0.641571
38 Fe29 50.1019 0.637272
38 Fe29 60.1023 0.632023
38 Fe29 70.1027 0.629174
38 Fe29 80.103 0.626705
38 Fe29 90.1034 0.624338
38 Fe29 100.104 0.624787
38 Fe29 110.104 0.623204
38 Fe29 120.105 0.623991
38 Fe29 130.105 0.623483
38 Fe29 140.105 0.623623
38 Fe29 150.106 0.624063
38 Fe29 160.106 0.627622
38 Fe29 170.106 0.626859
38 Fe29 180.107 0.629975
38 Fe29 190.107 0.630549
38 Fe29 200.108 0.632025
38 Fe29 210.108 0.633757
38 Fe29 220.108 0.637027
38 Fe29 230.109 0.636387
38 Fe29 240.109 0.638744
38 Fe29 250.109 0.639588
38 Fe29 260.11 0.644322
38 Fe29 270.11 0.644367
38 Fe29 280.111 0.646883
38 Fe29 290.111 0.648338
38 Fe29 300.111 0.650364
38 Fe29 310.112 0.653123
38 Fe29 320.112 0.65352
38 Fe29 330.113 0.657239
38 Fe29 340.113 0.658039
38 Fe29 350.113 0.660223
38 Fe29 360.114 0.662798
38 Fe29 370.114 0.663292
38 Fe29 380.114 0.664938
38 Fe29 390.115 0.667917
38 Fe29 400.115 0.669795
38 Fe29 410.116 0.672995
38 Fe29 420.116 0.674304
38 Fe29 430.116 0.676723
38 Fe29 440.117 0.677415
38 Fe29 450.117 0.679909
38 Fe29 460.117 0.681623
38 Fe29 470.118 0.683981
38 Fe29 480.118 0.684167
38 Fe29 490.119 0.686814
T= 490.119 Sum_i(J(m_i, T))
   
39 Fe30 0.100004 1.37893
39 Fe30 10.1004 1.37693
39 Fe30 20.1008 1.3748
39 Fe30 30.1011 1.37291
39 Fe30 40.1015 1.37099
39 Fe30 50.1019 1.36865
39 Fe30 60.1023 1.3662
39 Fe30 70.1027 1.36457
39 Fe30 80.103 1.36225
39 Fe30 90.1034 1.36028
39 Fe30 100.104 1.3578
39 Fe30 110.104 1.35605
39 Fe30 120.105 1.35378
39 Fe30 130.105 1.35122
39 Fe30 140.105 1.34863
39 Fe30 150.106 1.34636
39 Fe30 160.106 1.3437
39 Fe30 170.106 1.34127
39 Fe30 180.107 1.33869
39 Fe30 190.107 1.33733
39 Fe30 200.108 1.3333
39 Fe30 210.108 1.33131
39 Fe30 220.108 1.32913
39 Fe30 230.109 1.32595
39 Fe30 240.109 1.32352
39 Fe30 250.109 1.32033
39 Fe30 260.11 1.31839
39 Fe30 270.11 1.31455
39 Fe30 280.111 1.31287
39 Fe30 290.111 1.30905
39 Fe30 300.111 1.30631
39 Fe30 310.112 1.30382
39 Fe30 320.112 1.30179
39 Fe30 330.113 1.29815
39 Fe30 340.113 1.2955
39 Fe30 350.113 1.29298
39 Fe30 360.114 1.29029
39 Fe30 370.114 1.28704
39 Fe30 380.114 1.28544
39 Fe30 390.115 1.28149
39 Fe30 400.115 1.27922
39 Fe30 410.116 1.27591
39 Fe30 420.116 1.2734
39 Fe30 430.116 1.27198
39 Fe30 440.117 1.26744
39 Fe30 450.117 1.26662
39 Fe30 460.117 1.26266
39 Fe30 470.118 1.2606
39 Fe30 480.118 1.25788
39 Fe30 490.119 1.25579
T= 490.119 Sum_i(J(m_i, T))
   
40 Fe31 0.100004 1.26015
40 Fe31 10.1004 1.25765
40 Fe31 20.1008 1.25521
40 Fe31 30.1011 1.25274
40 Fe31 40.1015 1.25017
40 Fe31 50.1019 1.24762
40 Fe31 60.1023 1.24482
40 Fe31 70.1027 1.24264
40 Fe31 80.103 1.23982
40 Fe31 90.1034 1.23665
40 Fe31 100.104 1.23446
40 Fe31 110.104 1.23135
40 Fe31 120.105 1.22839
40 Fe31 130.105 1.22586
40 Fe31 140.105 1.22279
40 Fe31 150.106 1.21933
40 Fe31 160.106 1.21742
40 Fe31 170.106 1.21246
40 Fe31 180.107 1.21019
40 Fe31 190.107 1.20754
40 Fe31 200.108 1.204
40 Fe31 210.108 1.20153
40 Fe31 220.108 1.19808
40 Fe31 230.109 1.19554
40 Fe31 240.109 1.19171
40 Fe31 250.109 1.18858
40 Fe31 260.11 1.18505
40 Fe31 270.11 1.18238
40 Fe31 280.111 1.17999
40 Fe31 290.111 1.17746
40 Fe31 300.111 1.17327
40 Fe31 310.112 1.17069
40 Fe31 320.112 1.16813
40 Fe31 330.113 1.16493
40 Fe31 340.113 1.16259
40 Fe31 350.113 1.15981
40 Fe31 360.114 1.15795
40 Fe31 370.114 1.15264
40 Fe31 380.114 1.15056
40 Fe31 390.115 1.14872
40 Fe31 400.115 1.14612
40 Fe31 410.116 1.14436
40 Fe31 420.116 1.14076
40 Fe31 430.116 1.138
40 Fe31 440.117 1.13637
40 Fe31 450.117 1.1344
40 Fe31 460.117 1.1331
40 Fe31 470.118 1.12959
40 Fe31 480.118 1.12869
40 Fe31 490.119 1.12491
T= 490.119 Sum_i(J(m_i, T))
   
41 Fe32 0.100004 1.38934
41 Fe32 10.1004 1.38746
41 Fe32 20.1008 1.38544
41 Fe32 30.1011 1.38328
41 Fe32 40.1015 1.3815
41 Fe32 50.1019 1.37949
41 Fe32 60.1023 1.37701
41 Fe32 70.1027 1.37508
41 Fe32 80.103 1.37315
41 Fe32 90.1034 1.371
41 Fe32 100.104 1.36841
41 Fe32 110.104 1.36611
41 Fe32 120.105 1.36467
41 Fe32 130.105 1.36176
41 Fe32 140.105 1.35931
41 Fe32 150.106 1.35699
41 Fe32 160.106 1.35499
41 Fe32 170.106 1.35275
41 Fe32 180.107 1.35003
41 Fe32 190.107 1.34712
41 Fe32 200.108 1.34505
41 Fe32 210.108 1.34224
41 Fe32 220.108 1.34033
41 Fe32 230.109 1.33776
41 Fe32 240.109 1.33444
41 Fe32 250.109 1.33132
41 Fe32 260.11 1.32827
41 Fe32 270.11 1.32716
41 Fe32 280.111 1.32394
41 Fe32 290.111 1.32029
41 Fe32 300.111 1.31764
41 Fe32 310.112 1.31419
41 Fe32 320.112 1.31137
41 Fe32 330.113 1.30946
41 Fe32 340.113 1.30723
41 Fe32 350.113 1.30402
41 Fe32 360.114 1.3015
41 Fe32 370.114 1.29917
41 Fe32 380.114 1.29499
41 Fe32 390.115 1.29363
41 Fe32 400.115 1.28993
41 Fe32 410.116 1.28792
41 Fe32 420.116 1.28505
41 Fe32 430.116 1.28215
41 Fe32 440.117 1.28077
41 Fe32 450.117 1.27684
41 Fe32 460.117 1.2754
41 Fe32 470.118 1.27288
41 Fe32 480.118 1.26812
41 Fe32 490.119 1.26685
T= 490.119 Sum_i(J(m_i, T))
   
42 Fe33 0.100004 1.19662
42 Fe33 10.1004 1.19342
42 Fe33 20.1008 1.1902
42 Fe33 30.1011 1.18768
42 Fe33 40.1015 1.18389
42 Fe33 50.1019 1.1814
42 Fe33 60.1023 1.17834
42 Fe33 70.1027 1.17496
42 Fe33 80.103 1.17079
42 Fe33 90.1034 1.16785
42 Fe33 100.104 1.16415
42 Fe33 110.104 1.16117
42 Fe33 120.105 1.15812
42 Fe33 130.105 1.15433
42 Fe33 140.105 1.1504
42 Fe33 150.106 1.14761
42 Fe33 160.106 1.14455
42 Fe33 170.106 1.14021
42 Fe33 180.107 1.13646
42 Fe33 190.107 1.13372
42 Fe33 200.108 1.13037
42 Fe33 210.108 1.12646
42 Fe33 220.108 1.12355
42 Fe33 230.109 1.12025
42 Fe33 240.109 1.1167
42 Fe33 250.109 1.11441
42 Fe33 260.11 1.1098
42 Fe33 270.11 1.10726
42 Fe33 280.111 1.10398
42 Fe33 290.111 1.10122
42 Fe33 300.111 1.0975
42 Fe33 310.112 1.09551
42 Fe33 320.112 1.09223
42 Fe33 330.113 1.0893
42 Fe33 340.113 1.08672
42 Fe33 350.113 1.084
42 Fe33 360.114 1.0823
42 Fe33 370.114 1.0807
42 Fe33 380.114 1.07795
42 Fe33 390.115 1.07377
42 Fe33 400.115 1.07241
42 Fe33 410.116 1.06985
42 Fe33 420.116 1.07017
42 Fe33 430.116 1.06777
42 Fe33 440.117 1.06502
42 Fe33 450.117 1.06326
42 Fe33 460.117 1.06236
42 Fe33 470.118 1.06092
42 Fe33 480.118 1.05887
42 Fe33 490.119 1.05573
T= 490.119 Sum_i(J(m_i, T))
   
43 Fe34 0.100004 1.19081
43 Fe34 10.1004 1.18748
43 Fe34 20.1008 1.18412
43 Fe34 30.1011 1.18043
43 Fe34 40.1015 1.1771
43 Fe34 50.1019 1.17398
43 Fe34 60.1023 1.16985
43 Fe34 70.1027 1.16678
43 Fe34 80.103 1.16246
43 Fe34 90.1034 1.15863
43 Fe34 100.104 1.15562
43 Fe34 110.104 1.14993
43 Fe34 120.105 1.14766
43 Fe34 130.105 1.14274
43 Fe34 140.105 1.13895
43 Fe34 150.106 1.13389
43 Fe34 160.106 1.13003
43 Fe34 170.106 1.12652
43 Fe34 180.107 1.12061
43 Fe34 190.107 1.11702
43 Fe34 200.108 1.11301
43 Fe34 210.108 1.1097
43 Fe34 220.108 1.10575
43 Fe34 230.109 1.10275
43 Fe34 240.109 1.09785
43 Fe34 250.109 1.09562
43 Fe34 260.11 1.09035
43 Fe34 270.11 1.0855
43 Fe34 280.111 1.08378
43 Fe34 290.111 1.07978
43 Fe34 300.111 1.07779
43 Fe34 310.112 1.07442
43 Fe34 320.112 1.07355
43 Fe34 330.113 1.06947
43 Fe34 340.113 1.06595
43 Fe34 350.113 1.06215
43 Fe34 360.114 1.06017
43 Fe34 370.114 1.0581
43 Fe34 380.114 1.05465
43 Fe34 390.115 1.05325
43 Fe34 400.115 1.05155
43 Fe34 410.116 1.0505
43 Fe34 420.116 1.04703
43 Fe34 430.116 1.04506
43 Fe34 440.117 1.04172
43 Fe34 450.117 1.0424
43 Fe34 460.117 1.04112
43 Fe34 470.118 1.03983
43 Fe34 480.118 1.03667
43 Fe34 490.119 1.03755
T= 490.119 Sum_i(J(m_i, T))
   
44 Fe35 0.100004 1.01446
44 Fe35 10.1004 1.01442
44 Fe35 20.1008 1.01445
44 Fe35 30.1011 1.01449
44 Fe35 40.1015 1.01447
44 Fe35 50.1019 1.01446
44 Fe35 60.1023 1.01449
44 Fe35 70.1027 1.01448
44 Fe35 80.103 1.01446
44 Fe35 90.1034 1.0144
44 Fe35 100.104 1.01445
44 Fe35 110.104 1.01449
44 Fe35 120.105 1.01449
44 Fe35 130.105 1.01453
44 Fe35 140.105 1.01453
44 Fe35 150.106 1.01446
44 Fe35 160.106 1.01449
44 Fe35 170.106 1.01446
44 Fe35 180.107 1.01452
44 Fe35 190.107 1.01446
44 Fe35 200.108 1.01451
44 Fe35 210.108 1.01452
44 Fe35 220.108 1.01446
44 Fe35 230.109 1.01451
44 Fe35 240.109 1.01441
44 Fe35 250.109 1.0145
44 Fe35 260.11 1.01459
44 Fe35 270.11 1.01453
44 Fe35 280.111 1.01459
44 Fe35 290.111 1.01456
44 Fe35 300.111 1.01448
44 Fe35 310.112 1.01449
44 Fe35 320.112 1.01456
44 Fe35 330.113 1.01453
44 Fe35 340.113 1.01458
44 Fe35 350.113 1.01449
44 Fe35 360.114 1.01448
44 Fe35 370.114 1.01454
44 Fe35 380.114 1.01462
44 Fe35 390.115 1.01451
44 Fe35 400.115 1.0145
44 Fe35 410.116 1.01453
44 Fe35 420.116 1.01451
44 Fe35 430.116 1.01462
44 Fe35 440.117 1.01457
44 Fe35 450.117 1.01441
44 Fe35 460.117 1.01457
44 Fe35 470.118 1.0146
44 Fe35 480.118 1.01468
44 Fe35 490.119 1.0146
T= 490.119 Sum_i(J(m_i, T))
   
45 Fe36 0.100004 1.30866
45 Fe36 10.1004 1.30643
45 Fe36 20.1008 1.30413
45 Fe36 30.1011 1.30184
45 Fe36 40.1015 1.29963
45 Fe36 50.1019 1.29732
45 Fe36 60.1023 1.29466
45 Fe36 70.1027 1.29294
45 Fe36 80.103 1.28998
45 Fe36 90.1034 1.28771
45 Fe36 100.104 1.28502
45 Fe36 110.104 1.28244
45 Fe36 120.105 1.27937
45 Fe36 130.105 1.27802
45 Fe36 140.105 1.27495
45 Fe36 150.106 1.27276
45 Fe36 160.106 1.27038
45 Fe36 170.106 1.26651
45 Fe36 180.107 1.2633
45 Fe36 190.107 1.25971
45 Fe36 200.108 1.25765
45 Fe36 210.108 1.25554
45 Fe36 220.108 1.25259
45 Fe36 230.109 1.24933
45 Fe36 240.109 1.24567
45 Fe36 250.109 1.24453
45 Fe36 260.11 1.24175
45 Fe36 270.11 1.23759
45 Fe36 280.111 1.23378
45 Fe36 290.111 1.23127
45 Fe36 300.111 1.22878
45 Fe36 310.112 1.22639
45 Fe36 320.112 1.22306
45 Fe36 330.113 1.22129
45 Fe36 340.113 1.21734
45 Fe36 350.113 1.21486
45 Fe36 360.114 1.21163
45 Fe36 370.114 1.21083
45 Fe36 380.114 1.20744
45 Fe36 390.115 1.20377
45 Fe36 400.115 1.20246
45 Fe36 410.116 1.19809
45 Fe36 420.116 1.19514
45 Fe36 430.116 1.19384
45 Fe36 440.117 1.19201
45 Fe36 450.117 1.18808
45 Fe36 460.117 1.18601
45 Fe36 470.118 1.18487
45 Fe36 480.118 1.18262
45 Fe36 490.119 1.18048
T= 490.119 Sum_i(J(m_i, T))
   
46 Fe37 0.100004 1.22397
46 Fe37 10.1004 1.22131
46 Fe37 20.1008 1.21811
46 Fe37 30.1011 1.21536
46 Fe37 40.1015 1.21233
46 Fe37 50.1019 1.20915
46 Fe37 60.1023 1.20585
46 Fe37 70.1027 1.20277
46 Fe37 80.103 1.19978
46 Fe37 90.1034 1.19641
46 Fe37 100.104 1.19286
46 Fe37 110.104 1.1893
46 Fe37 120.105 1.18606
46 Fe37 130.105 1.18218
46 Fe37 140.105 1.17863
46 Fe37 150.106 1.17406
46 Fe37 160.106 1.1694
46 Fe37 170.106 1.16591
46 Fe37 180.107 1.16228
46 Fe37 190.107 1.15814
46 Fe37 200.108 1.15386
46 Fe37 210.108 1.15036
46 Fe37 220.108 1.14751
46 Fe37 230.109 1.14216
46 Fe37 240.109 1.13914
46 Fe37 250.109 1.13427
46 Fe37 260.11 1.13116
46 Fe37 270.11 1.12709
46 Fe37 280.111 1.12313
46 Fe37 290.111 1.11932
46 Fe37 300.111 1.11712
46 Fe37 310.112 1.1136
46 Fe37 320.112 1.10985
46 Fe37 330.113 1.10699
46 Fe37 340.113 1.10406
46 Fe37 350.113 1.10146
46 Fe37 360.114 1.09785
46 Fe37 370.114 1.09502
46 Fe37 380.114 1.09141
46 Fe37 390.115 1.08903
46 Fe37 400.115 1.08722
46 Fe37 410.116 1.08431
46 Fe37 420.116 1.08279
46 Fe37 430.116 1.07909
46 Fe37 440.117 1.07741
46 Fe37 450.117 1.07596
46 Fe37 460.117 1.07354
46 Fe37 470.118 1.07112
46 Fe37 480.118 1.06858
46 Fe37 490.119 1.06634
T= 490.119 Sum_i(J(m_i, T))
   
47 Fe38 0.100004 1.43824
47 Fe38 10.1004 1.43669
47 Fe38 20.1008 1.43463
47 Fe38 30.1011 1.43322
47 Fe38 40.1015 1.43139
47 Fe38 50.1019 1.42905
47 Fe38 60.1023 1.42798
47 Fe38 70.1027 1.42593
47 Fe38 80.103 1.42372
47 Fe38 90.1034 1.42241
47 Fe38 100.104 1.42041
47 Fe38 110.104 1.41867
47 Fe38 120.105 1.41632
47 Fe38 130.105 1.41479
47 Fe38 140.105 1.41197
47 Fe38 150.106 1.4104
47 Fe38 160.106 1.40808
47 Fe38 170.106 1.40622
47 Fe38 180.107 1.4044
47 Fe38 190.107 1.40194
47 Fe38 200.108 1.39992
47 Fe38 210.108 1.3976
47 Fe38 220.108 1.39543
47 Fe38 230.109 1.394
47 Fe38 240.109 1.39184
47 Fe38 250.109 1.38964
47 Fe38 260.11 1.38814
47 Fe38 270.11 1.38428
47 Fe38 280.111 1.38398
47 Fe38 290.111 1.38066
47 Fe38 300.111 1.3782
47 Fe38 310.112 1.37607
47 Fe38 320.112 1.37465
47 Fe38 330.113 1.37163
47 Fe38 340.113 1.36888
47 Fe38 350.113 1.36598
47 Fe38 360.114 1.36432
47 Fe38 370.114 1.3622
47 Fe38 380.114 1.35919
47 Fe38 390.115 1.35807
47 Fe38 400.115 1.35529
47 Fe38 410.116 1.3527
47 Fe38 420.116 1.34887
47 Fe38 430.116 1.34874
47 Fe38 440.117 1.34569
47 Fe38 450.117 1.3439
47 Fe38 460.117 1.34222
47 Fe38 470.118 1.33911
47 Fe38 480.118 1.33642
47 Fe38 490.119 1.334
T= 490.119 Sum_i(J(m_i, T))
   
48 Fe39 0.100004 0.604702
48 Fe39 10.1004 0.608812
48 Fe39 20.1008 0.611912
48 Fe39 30.1011 0.613693
48 Fe39 40.1015 0.61508
48 Fe39 50.1019 0.617385
48 Fe39 60.1023 0.618226
48 Fe39 70.1027 0.619861
48 Fe39 80.103 0.621767
48 Fe39 90.1034 0.623839
48 Fe39 100.104 0.625072
48 Fe39 110.104 0.628602
48 Fe39 120.105 0.631477
48 Fe39 130.105 0.634532
48 Fe39 140.105 0.636956
48 Fe39 150.106 0.640862
48 Fe39 160.106 0.641061
48 Fe39 170.106 0.643895
48 Fe39 180.107 0.647651
48 Fe39 190.107 0.651035
48 Fe39 200.108 0.651534
48 Fe39 210.108 0.654114
48 Fe39 220.108 0.657336
48 Fe39 230.109 0.660547
48 Fe39 240.109 0.663289
48 Fe39 250.109 0.666807
48 Fe39 260.11 0.668479
48 Fe39 270.11 0.670352
48 Fe39 280.111 0.673806
48 Fe39 290.111 0.675016
48 Fe39 300.111 0.680208
48 Fe39 310.112 0.681682
48 Fe39 320.112 0.683037
48 Fe39 330.113 0.686766
48 Fe39 340.113 0.688252
48 Fe39 350.113 0.690847
48 Fe39 360.114 0.692113
48 Fe39 370.114 0.695573
48 Fe39 380.114 0.697734
48 Fe39 390.115 0.700566
48 Fe39 400.115 0.703539
48 Fe39 410.116 0.704018
48 Fe39 420.116 0.706121
48 Fe39 430.116 0.707156
48 Fe39 440.117 0.709459
48 Fe39 450.117 0.711588
48 Fe39 460.117 0.716209
48 Fe39 470.118 0.717922
48 Fe39 480.118 0.718952
48 Fe39 490.119 0.720951
T= 490.119 Sum_i(J(m_i, T))
   
49 Fe40 0.100004 1.10864
49 Fe40 10.1004 1.10175
49 Fe40 20.1008 1.09462
49 Fe40 30.1011 1.08667
49 Fe40 40.1015 1.07815
49 Fe40 50.1019 1.06869
49 Fe40 60.1023 1.05874
49 Fe40 70.1027 1.04872
49 Fe40 80.103 1.03855
49 Fe40 90.1034 1.02763
49 Fe40 100.104 1.01854
49 Fe40 110.104 1.0065
49 Fe40 120.105 0.9978
49 Fe40 130.105 0.98932
49 Fe40 140.105 0.98069
49 Fe40 150.106 0.97386
49 Fe40 160.106 0.966797
49 Fe40 170.106 0.960738
49 Fe40 180.107 0.953825
49 Fe40 190.107 0.949675
49 Fe40 200.108 0.945358
49 Fe40 210.108 0.939133
49 Fe40 220.108 0.93651
49 Fe40 230.109 0.931903
49 Fe40 240.109 0.928464
49 Fe40 250.109 0.925413
49 Fe40 260.11 0.922606
49 Fe40 270.11 0.918733
49 Fe40 280.111 0.917254
49 Fe40 290.111 0.914744
49 Fe40 300.111 0.914976
49 Fe40 310.112 0.91208
49 Fe40 320.112 0.910521
49 Fe40 330.113 0.908216
49 Fe40 340.113 0.906099
49 Fe40 350.113 0.90586
49 Fe40 360.114 0.904176
49 Fe40 370.114 0.90247
49 Fe40 380.114 0.901824
49 Fe40 390.115 0.901837
49 Fe40 400.115 0.899958
49 Fe40 410.116 0.900978
49 Fe40 420.116 0.89988
49 Fe40 430.116 0.900662
49 Fe40 440.117 0.898085
49 Fe40 450.117 0.897698
49 Fe40 460.117 0.900235
49 Fe40 470.118 0.89873
49 Fe40 480.118 0.899226
49 Fe40 490.119 0.898094
T= 490.119 Sum_i(J(m_i, T))
   
50 Fe41 0.100004 1.11861
50 Fe41 10.1004 1.11559
50 Fe41 20.1008 1.11202
50 Fe41 30.1011 1.10851
50 Fe41 40.1015 1.10534
50 Fe41 50.1019 1.10145
50 Fe41 60.1023 1.09856
50 Fe41 70.1027 1.09448
50 Fe41 80.103 1.09098
50 Fe41 90.1034 1.08716
50 Fe41 100.104 1.08362
50 Fe41 110.104 1.08009
50 Fe41 120.105 1.07589
50 Fe41 130.105 1.07245
50 Fe41 140.105 1.06959
50 Fe41 150.106 1.06562
50 Fe41 160.106 1.06123
50 Fe41 170.106 1.05718
50 Fe41 180.107 1.05383
50 Fe41 190.107 1.0492
50 Fe41 200.108 1.04664
50 Fe41 210.108 1.04369
50 Fe41 220.108 1.03886
50 Fe41 230.109 1.03689
50 Fe41 240.109 1.0331
50 Fe41 250.109 1.03071
50 Fe41 260.11 1.02649
50 Fe41 270.11 1.02502
50 Fe41 280.111 1.02062
50 Fe41 290.111 1.02025
50 Fe41 300.111 1.01448
50 Fe41 310.112 1.01385
50 Fe41 320.112 1.01065
50 Fe41 330.113 1.00832
50 Fe41 340.113 1.00606
50 Fe41 350.113 1.00325
50 Fe41 360.114 1.00202
50 Fe41 370.114 0.99914
50 Fe41 380.114 0.999019
50 Fe41 390.115 0.996959
50 Fe41 400.115 0.994737
50 Fe41 410.116 0.993501
50 Fe41 420.116 0.992304
50 Fe41 430.116 0.989325
50 Fe41 440.117 0.988841
50 Fe41 450.117 0.986026
50 Fe41 460.117 0.985498
50 Fe41 470.118 0.984362
50 Fe41 480.118 0.983413
50 Fe41 490.119 0.982424
T= 490.119 Sum_i(J(m_i, T))
   
51 Fe42 0.100004 1.41652
51 Fe42 10.1004 1.41384
51 Fe42 20.1008 1.4111
51 Fe42 30.1011 1.40818
51 Fe42 40.1015 1.4057
51 Fe42 50.1019 1.40267
51 Fe42 60.1023 1.3992
51 Fe42 70.1027 1.39647
