N (# of atoms):
51 Fe42 200.108 0.883916
51 Fe42 210.108 0.880241
51 Fe42 220.108 0.877702
51 Fe42 230.109 0.875546
51 Fe42 240.109 0.873013
51 Fe42 250.109 0.869918
51 Fe42 260.11 0.869292
51 Fe42 270.11 0.86565
51 Fe42 280.111 0.865836
51 Fe42 290.111 0.863518
51 Fe42 300.111 0.862929
51 Fe42 310.112 0.861361
51 Fe42 320.112 0.85895
51 Fe42 330.113 0.860153
51 Fe42 340.113 0.859082
51 Fe42 350.113 0.855951
51 Fe42 360.114 0.8564
51 Fe42 370.114 0.855313
51 Fe42 380.114 0.854072
51 Fe42 390.115 0.855425
51 Fe42 400.115 0.852702
51 Fe42 410.116 0.852762
51 Fe42 420.116 0.852886
51 Fe42 430.116 0.854794
51 Fe42 440.117 0.853485
51 Fe42 450.117 0.852603
51 Fe42 460.117 0.851329
51 Fe42 470.118 0.850721
51 Fe42 480.118 0.850607
51 Fe42 490.119 0.852573
T= 490.119 Sum_i(J(m_i, T))
   
52 Ni1 0.100004 2.606
52 Ni1 10.1004 2.606
52 Ni1 20.1008 2.606
52 Ni1 30.1011 2.606
52 Ni1 40.1015 2.606
52 Ni1 50.1019 2.606
52 Ni1 60.1023 2.606
52 Ni1 70.1027 2.606
52 Ni1 80.103 2.606
52 Ni1 90.1034 2.606
52 Ni1 100.104 2.606
52 Ni1 110.104 2.606
52 Ni1 120.105 2.606
52 Ni1 130.105 2.606
52 Ni1 140.105 2.606
52 Ni1 150.106 2.606
52 Ni1 160.106 2.606
52 Ni1 170.106 2.606
52 Ni1 180.107 2.606
52 Ni1 190.107 2.606
52 Ni1 200.108 2.606
52 Ni1 210.108 2.606
52 Ni1 220.108 2.606
52 Ni1 230.109 2.606
52 Ni1 240.109 2.606
52 Ni1 250.109 2.606
52 Ni1 260.11 2.606
52 Ni1 270.11 2.606
52 Ni1 280.111 2.606
52 Ni1 290.111 2.606
52 Ni1 300.111 2.606
52 Ni1 310.112 2.606
52 Ni1 320.112 2.606
52 Ni1 330.113 2.606
52 Ni1 340.113 2.606
52 Ni1 350.113 2.606
52 Ni1 360.114 2.606
52 Ni1 370.114 2.606
52 Ni1 380.114 2.606
52 Ni1 390.115 2.606
52 Ni1 400.115 2.606
52 Ni1 410.116 2.606
52 Ni1 420.116 2.606
52 Ni1 430.116 2.606
52 Ni1 440.117 2.606
52 Ni1 450.117 2.606
52 Ni1 460.117 2.606
52 Ni1 470.118 2.606
52 Ni1 480.118 2.606
52 Ni1 490.119 2.606
T= 490.119 Sum_i(J(m_i, T))
   
53 Ni2 0.100004 0.21813
53 Ni2 10.1004 0.217811
53 Ni2 20.1008 0.217485
53 Ni2 30.1011 0.217294
53 Ni2 40.1015 0.217217
53 Ni2 50.1019 0.217154
53 Ni2 60.1023 0.216988
53 Ni2 70.1027 0.217232
53 Ni2 80.103 0.217707
53 Ni2 90.1034 0.218207
53 Ni2 100.104 0.219038
53 Ni2 110.104 0.219996
53 Ni2 120.105 0.22078
53 Ni2 130.105 0.221631
53 Ni2 140.105 0.223112
53 Ni2 150.106 0.223904
53 Ni2 160.106 0.225435
53 Ni2 170.106 0.2264
53 Ni2 180.107 0.227836
53 Ni2 190.107 0.22923
53 Ni2 200.108 0.230079
53 Ni2 210.108 0.232613
53 Ni2 220.108 0.233066
53 Ni2 230.109 0.234537
53 Ni2 240.109 0.235557
53 Ni2 250.109 0.237649
53 Ni2 260.11 0.237827
53 Ni2 270.11 0.240336
53 Ni2 280.111 0.241735
53 Ni2 290.111 0.242676
53 Ni2 300.111 0.244332
53 Ni2 310.112 0.245626
53 Ni2 320.112 0.246444
53 Ni2 330.113 0.248345
53 Ni2 340.113 0.249178
53 Ni2 350.113 0.251026
53 Ni2 360.114 0.252984
53 Ni2 370.114 0.253379
53 Ni2 380.114 0.254526
53 Ni2 390.115 0.256808
53 Ni2 400.115 0.257386
53 Ni2 410.116 0.258532
53 Ni2 420.116 0.259968
53 Ni2 430.116 0.260313
53 Ni2 440.117 0.262189
53 Ni2 450.117 0.263471
53 Ni2 460.117 0.265115
53 Ni2 470.118 0.266022
53 Ni2 480.118 0.267052
53 Ni2 490.119 0.26881
T= 490.119 Sum_i(J(m_i, T))
   
54 Ni3 0.100004 0.118
54 Ni3 10.1004 0.117848
54 Ni3 20.1008 0.118455
54 Ni3 30.1011 0.119982
54 Ni3 40.1015 0.122578
54 Ni3 50.1019 0.125271
54 Ni3 60.1023 0.128195
54 Ni3 70.1027 0.131485
54 Ni3 80.103 0.134153
54 Ni3 90.1034 0.137332
54 Ni3 100.104 0.140374
54 Ni3 110.104 0.143287
54 Ni3 120.105 0.146156
54 Ni3 130.105 0.148931
54 Ni3 140.105 0.151405
54 Ni3 150.106 0.154231
54 Ni3 160.106 0.156665
54 Ni3 170.106 0.159049
54 Ni3 180.107 0.161789
54 Ni3 190.107 0.164402
54 Ni3 200.108 0.166473
54 Ni3 210.108 0.168874
54 Ni3 220.108 0.171378
54 Ni3 230.109 0.173818
54 Ni3 240.109 0.17581
54 Ni3 250.109 0.177329
54 Ni3 260.11 0.179597
54 Ni3 270.11 0.182315
54 Ni3 280.111 0.183457
54 Ni3 290.111 0.186091
54 Ni3 300.111 0.18776
54 Ni3 310.112 0.189909
54 Ni3 320.112 0.192022
54 Ni3 330.113 0.193649
54 Ni3 340.113 0.19568
54 Ni3 350.113 0.197037
54 Ni3 360.114 0.199173
54 Ni3 370.114 0.201477
54 Ni3 380.114 0.202581
54 Ni3 390.115 0.20427
54 Ni3 400.115 0.20591
54 Ni3 410.116 0.207722
54 Ni3 420.116 0.20984
54 Ni3 430.116 0.211242
54 Ni3 440.117 0.213282
54 Ni3 450.117 0.214361
54 Ni3 460.117 0.215892
54 Ni3 470.118 0.217593
54 Ni3 480.118 0.21869
54 Ni3 490.119 0.21978
T= 490.119 Sum_i(J(m_i, T))
   
55 Ni4 0.100004 0.0759831
55 Ni4 10.1004 0.0765443
55 Ni4 20.1008 0.0800323
55 Ni4 30.1011 0.0844006
55 Ni4 40.1015 0.0888558
55 Ni4 50.1019 0.0933704
55 Ni4 60.1023 0.097646
55 Ni4 70.1027 0.101729
55 Ni4 80.103 0.10517
55 Ni4 90.1034 0.108851
55 Ni4 100.104 0.112666
55 Ni4 110.104 0.115847
55 Ni4 120.105 0.119166
55 Ni4 130.105 0.122278
55 Ni4 140.105 0.125107
55 Ni4 150.106 0.128013
55 Ni4 160.106 0.13127
55 Ni4 170.106 0.134002
55 Ni4 180.107 0.136749
55 Ni4 190.107 0.138808
55 Ni4 200.108 0.141585
55 Ni4 210.108 0.144287
55 Ni4 220.108 0.146468
55 Ni4 230.109 0.148836
55 Ni4 240.109 0.151104
55 Ni4 250.109 0.153413
55 Ni4 260.11 0.155865
55 Ni4 270.11 0.157576
55 Ni4 280.111 0.160125
55 Ni4 290.111 0.16232
55 Ni4 300.111 0.164787
55 Ni4 310.112 0.166312
55 Ni4 320.112 0.16814
55 Ni4 330.113 0.170394
55 Ni4 340.113 0.172302
55 Ni4 350.113 0.174117
55 Ni4 360.114 0.175734
55 Ni4 370.114 0.177865
55 Ni4 380.114 0.17989
55 Ni4 390.115 0.18215
55 Ni4 400.115 0.183374
55 Ni4 410.116 0.185079
55 Ni4 420.116 0.186958
55 Ni4 430.116 0.187974
55 Ni4 440.117 0.19028
55 Ni4 450.117 0.192052
55 Ni4 460.117 0.19365
55 Ni4 470.118 0.195007
55 Ni4 480.118 0.197131
55 Ni4 490.119 0.198597
T= 490.119 Sum_i(J(m_i, T))
   
56 Ni5 0.100004 0.0731098
56 Ni5 10.1004 0.0741804
56 Ni5 20.1008 0.0783675
56 Ni5 30.1011 0.0829155
56 Ni5 40.1015 0.0877648
56 Ni5 50.1019 0.0925255
56 Ni5 60.1023 0.0969025
56 Ni5 70.1027 0.10104
56 Ni5 80.103 0.105001
56 Ni5 90.1034 0.108702
56 Ni5 100.104 0.112197
56 Ni5 110.104 0.11582
56 Ni5 120.105 0.118927
56 Ni5 130.105 0.12251
56 Ni5 140.105 0.125394
56 Ni5 150.106 0.127893
56 Ni5 160.106 0.131277
56 Ni5 170.106 0.134515
56 Ni5 180.107 0.137011
56 Ni5 190.107 0.139421
56 Ni5 200.108 0.142018
56 Ni5 210.108 0.144954
56 Ni5 220.108 0.147814
56 Ni5 230.109 0.149932
56 Ni5 240.109 0.152118
56 Ni5 250.109 0.154013
56 Ni5 260.11 0.156632
56 Ni5 270.11 0.158825
56 Ni5 280.111 0.161389
56 Ni5 290.111 0.163541
56 Ni5 300.111 0.165689
56 Ni5 310.112 0.167805
56 Ni5 320.112 0.169342
56 Ni5 330.113 0.17127
56 Ni5 340.113 0.173361
56 Ni5 350.113 0.175473
56 Ni5 360.114 0.176952
56 Ni5 370.114 0.179143
56 Ni5 380.114 0.181605
56 Ni5 390.115 0.182863
56 Ni5 400.115 0.184863
56 Ni5 410.116 0.186433
56 Ni5 420.116 0.188388
56 Ni5 430.116 0.190194
56 Ni5 440.117 0.191723
56 Ni5 450.117 0.193591
56 Ni5 460.117 0.194893
56 Ni5 470.118 0.196669
56 Ni5 480.118 0.198028
56 Ni5 490.119 0.200162
T= 490.119 Sum_i(J(m_i, T))
   
57 Ni6 0.100004 0.24437
57 Ni6 10.1004 0.243935
57 Ni6 20.1008 0.243355
57 Ni6 30.1011 0.243127
57 Ni6 40.1015 0.242409
57 Ni6 50.1019 0.242252
57 Ni6 60.1023 0.242347
57 Ni6 70.1027 0.241922
57 Ni6 80.103 0.242042
57 Ni6 90.1034 0.242043
57 Ni6 100.104 0.242726
57 Ni6 110.104 0.243265
57 Ni6 120.105 0.243374
57 Ni6 130.105 0.244027
57 Ni6 140.105 0.244923
57 Ni6 150.106 0.246201
57 Ni6 160.106 0.246712
57 Ni6 170.106 0.247426
57 Ni6 180.107 0.248406
57 Ni6 190.107 0.249557
57 Ni6 200.108 0.250772
57 Ni6 210.108 0.252172
57 Ni6 220.108 0.253388
57 Ni6 230.109 0.254006
57 Ni6 240.109 0.255796
57 Ni6 250.109 0.256218
57 Ni6 260.11 0.257841
57 Ni6 270.11 0.258878
57 Ni6 280.111 0.260089
57 Ni6 290.111 0.260868
57 Ni6 300.111 0.262451
57 Ni6 310.112 0.263414
57 Ni6 320.112 0.265215
57 Ni6 330.113 0.265206
57 Ni6 340.113 0.267478
57 Ni6 350.113 0.268538
57 Ni6 360.114 0.269831
57 Ni6 370.114 0.270317
57 Ni6 380.114 0.271744
57 Ni6 390.115 0.272988
57 Ni6 400.115 0.274439
57 Ni6 410.116 0.274937
57 Ni6 420.116 0.276321
57 Ni6 430.116 0.277922
57 Ni6 440.117 0.278924
57 Ni6 450.117 0.2797
57 Ni6 460.117 0.281305
57 Ni6 470.118 0.282604
57 Ni6 480.118 0.283809
57 Ni6 490.119 0.284411
T= 490.119 Sum_i(J(m_i, T))
   
58 Ni7 0.100004 0.312869
58 Ni7 10.1004 0.31235
58 Ni7 20.1008 0.311946
58 Ni7 30.1011 0.311101
58 Ni7 40.1015 0.310695
58 Ni7 50.1019 0.310095
58 Ni7 60.1023 0.309636
58 Ni7 70.1027 0.309081
58 Ni7 80.103 0.308836
58 Ni7 90.1034 0.308462
58 Ni7 100.104 0.30802
58 Ni7 110.104 0.307602
58 Ni7 120.105 0.307934
58 Ni7 130.105 0.307571
58 Ni7 140.105 0.307435
58 Ni7 150.106 0.307679
58 Ni7 160.106 0.307497
58 Ni7 170.106 0.308337
58 Ni7 180.107 0.307795
58 Ni7 190.107 0.308771
58 Ni7 200.108 0.308961
58 Ni7 210.108 0.309061
58 Ni7 220.108 0.310481
58 Ni7 230.109 0.310384
58 Ni7 240.109 0.310898
58 Ni7 250.109 0.311055
58 Ni7 260.11 0.312247
58 Ni7 270.11 0.312839
58 Ni7 280.111 0.31307
58 Ni7 290.111 0.313574
58 Ni7 300.111 0.314706
58 Ni7 310.112 0.315304
58 Ni7 320.112 0.316214
58 Ni7 330.113 0.316861
58 Ni7 340.113 0.317582
58 Ni7 350.113 0.319012
58 Ni7 360.114 0.319242
58 Ni7 370.114 0.319987
58 Ni7 380.114 0.320262
58 Ni7 390.115 0.32185
58 Ni7 400.115 0.322538
58 Ni7 410.116 0.323329
58 Ni7 420.116 0.325102
58 Ni7 430.116 0.325179
58 Ni7 440.117 0.325997
58 Ni7 450.117 0.326759
58 Ni7 460.117 0.327177
58 Ni7 470.118 0.328194
58 Ni7 480.118 0.329211
58 Ni7 490.119 0.330721
T= 490.119 Sum_i(J(m_i, T))
   
59 Ni8 0.100004 0.207073
59 Ni8 10.1004 0.206724
59 Ni8 20.1008 0.206306
59 Ni8 30.1011 0.206216
59 Ni8 40.1015 0.205739
59 Ni8 50.1019 0.205872
59 Ni8 60.1023 0.206204
59 Ni8 70.1027 0.206397
59 Ni8 80.103 0.207105
59 Ni8 90.1034 0.207869
59 Ni8 100.104 0.208941
59 Ni8 110.104 0.210216
59 Ni8 120.105 0.211625
59 Ni8 130.105 0.212536
59 Ni8 140.105 0.214123
59 Ni8 150.106 0.215419
59 Ni8 160.106 0.216968
59 Ni8 170.106 0.21914
59 Ni8 180.107 0.219899
59 Ni8 190.107 0.22208
59 Ni8 200.108 0.222831
59 Ni8 210.108 0.224607
59 Ni8 220.108 0.225882
59 Ni8 230.109 0.22768
59 Ni8 240.109 0.229354
59 Ni8 250.109 0.23128
59 Ni8 260.11 0.232116
59 Ni8 270.11 0.234282
59 Ni8 280.111 0.235576
59 Ni8 290.111 0.236877
59 Ni8 300.111 0.23857
59 Ni8 310.112 0.23973
59 Ni8 320.112 0.24116
59 Ni8 330.113 0.242866
59 Ni8 340.113 0.243912
59 Ni8 350.113 0.245849
59 Ni8 360.114 0.247427
59 Ni8 370.114 0.248436
59 Ni8 380.114 0.249754
59 Ni8 390.115 0.250903
59 Ni8 400.115 0.253088
59 Ni8 410.116 0.25372
59 Ni8 420.116 0.255761
59 Ni8 430.116 0.257173
59 Ni8 440.117 0.2582
59 Ni8 450.117 0.259407
59 Ni8 460.117 0.260524
59 Ni8 470.118 0.261899
59 Ni8 480.118 0.263066
59 Ni8 490.119 0.264713
T= 490.119 Sum_i(J(m_i, T))
   
60 Ni9 0.100004 2.606
60 Ni9 10.1004 2.606
60 Ni9 20.1008 2.606
60 Ni9 30.1011 2.606
60 Ni9 40.1015 2.606
60 Ni9 50.1019 2.606
60 Ni9 60.1023 2.606
60 Ni9 70.1027 2.606
60 Ni9 80.103 2.606
60 Ni9 90.1034 2.606
60 Ni9 100.104 2.606
60 Ni9 110.104 2.606
60 Ni9 120.105 2.606
60 Ni9 130.105 2.606
60 Ni9 140.105 2.606
60 Ni9 150.106 2.606
60 Ni9 160.106 2.606
60 Ni9 170.106 2.606
60 Ni9 180.107 2.606
60 Ni9 190.107 2.606
60 Ni9 200.108 2.606
60 Ni9 210.108 2.606
60 Ni9 220.108 2.606
60 Ni9 230.109 2.606
60 Ni9 240.109 2.606
60 Ni9 250.109 2.60599
60 Ni9 260.11 2.606
60 Ni9 270.11 2.606
60 Ni9 280.111 2.606
60 Ni9 290.111 2.606
60 Ni9 300.111 2.606
60 Ni9 310.112 2.606
60 Ni9 320.112 2.606
60 Ni9 330.113 2.606
60 Ni9 340.113 2.606
60 Ni9 350.113 2.606
60 Ni9 360.114 2.606
60 Ni9 370.114 2.606
60 Ni9 380.114 2.60599
60 Ni9 390.115 2.606
60 Ni9 400.115 2.60599
60 Ni9 410.116 2.606
60 Ni9 420.116 2.606
60 Ni9 430.116 2.606
60 Ni9 440.117 2.60599
60 Ni9 450.117 2.60599
60 Ni9 460.117 2.60599
60 Ni9 470.118 2.60599
60 Ni9 480.118 2.60599
60 Ni9 490.119 2.60599
T= 490.119 Sum_i(J(m_i, T))
   
61 Ni10 0.100004 0.344986
61 Ni10 10.1004 0.344328
61 Ni10 20.1008 0.343506
61 Ni10 30.1011 0.342935
61 Ni10 40.1015 0.342224
61 Ni10 50.1019 0.341542
61 Ni10 60.1023 0.341047
61 Ni10 70.1027 0.340431
61 Ni10 80.103 0.339592
61 Ni10 90.1034 0.339065
61 Ni10 100.104 0.338681
61 Ni10 110.104 0.337879
61 Ni10 120.105 0.337497
61 Ni10 130.105 0.33735
61 Ni10 140.105 0.336543
61 Ni10 150.106 0.336738
61 Ni10 160.106 0.336612
61 Ni10 170.106 0.336302
61 Ni10 180.107 0.336678
61 Ni10 190.107 0.336444
61 Ni10 200.108 0.336689
61 Ni10 210.108 0.336551
61 Ni10 220.108 0.335997
61 Ni10 230.109 0.336934
61 Ni10 240.109 0.336609
61 Ni10 250.109 0.337362
61 Ni10 260.11 0.338111
61 Ni10 270.11 0.337977
61 Ni10 280.111 0.338286
61 Ni10 290.111 0.338853
61 Ni10 300.111 0.339317
61 Ni10 310.112 0.340284
61 Ni10 320.112 0.340858
61 Ni10 330.113 0.340814
61 Ni10 340.113 0.341126
61 Ni10 350.113 0.341931
61 Ni10 360.114 0.342097
61 Ni10 370.114 0.343689
61 Ni10 380.114 0.343899
61 Ni10 390.115 0.344618
61 Ni10 400.115 0.345924
61 Ni10 410.116 0.346356
61 Ni10 420.116 0.345938
61 Ni10 430.116 0.347543
61 Ni10 440.117 0.348405
61 Ni10 450.117 0.348263
61 Ni10 460.117 0.349776
61 Ni10 470.118 0.350666
61 Ni10 480.118 0.350784
61 Ni10 490.119 0.351587
T= 490.119 Sum_i(J(m_i, T))
   
62 Ni11 0.100004 0.251935
62 Ni11 10.1004 0.251272
62 Ni11 20.1008 0.250847
62 Ni11 30.1011 0.250225
62 Ni11 40.1015 0.24995
62 Ni11 50.1019 0.249404
62 Ni11 60.1023 0.249331
62 Ni11 70.1027 0.248686
62 Ni11 80.103 0.248793
62 Ni11 90.1034 0.24908
62 Ni11 100.104 0.249328
62 Ni11 110.104 0.249425
62 Ni11 120.105 0.249819
62 Ni11 130.105 0.251215
62 Ni11 140.105 0.251582
62 Ni11 150.106 0.252589
62 Ni11 160.106 0.25323
62 Ni11 170.106 0.254073
62 Ni11 180.107 0.255255
62 Ni11 190.107 0.256073
62 Ni11 200.108 0.257569
62 Ni11 210.108 0.258413
62 Ni11 220.108 0.260042
62 Ni11 230.109 0.260413
62 Ni11 240.109 0.261878
62 Ni11 250.109 0.263023
62 Ni11 260.11 0.264136
62 Ni11 270.11 0.265376
62 Ni11 280.111 0.266678
62 Ni11 290.111 0.267797
62 Ni11 300.111 0.26896
62 Ni11 310.112 0.270494
62 Ni11 320.112 0.271436
62 Ni11 330.113 0.273391
62 Ni11 340.113 0.273797
62 Ni11 350.113 0.274957
62 Ni11 360.114 0.276327
62 Ni11 370.114 0.277223
62 Ni11 380.114 0.278423
62 Ni11 390.115 0.279991
62 Ni11 400.115 0.281226
62 Ni11 410.116 0.282474
62 Ni11 420.116 0.283373
62 Ni11 430.116 0.284423
62 Ni11 440.117 0.286222
62 Ni11 450.117 0.28687
62 Ni11 460.117 0.288173
62 Ni11 470.118 0.289479
62 Ni11 480.118 0.290381
62 Ni11 490.119 0.291381
T= 490.119 Sum_i(J(m_i, T))
   
63 Ni12 0.100004 0.157173
63 Ni12 10.1004 0.157097
63 Ni12 20.1008 0.15671
63 Ni12 30.1011 0.156755
63 Ni12 40.1015 0.157741
63 Ni12 50.1019 0.158599
63 Ni12 60.1023 0.159778
63 Ni12 70.1027 0.161595
63 Ni12 80.103 0.163579
63 Ni12 90.1034 0.165402
63 Ni12 100.104 0.167304
63 Ni12 110.104 0.169858
63 Ni12 120.105 0.171771
63 Ni12 130.105 0.173662
63 Ni12 140.105 0.175789
63 Ni12 150.106 0.178055
63 Ni12 160.106 0.179795
63 Ni12 170.106 0.182246
63 Ni12 180.107 0.184064
63 Ni12 190.107 0.186433
63 Ni12 200.108 0.188284
63 Ni12 210.108 0.190023
63 Ni12 220.108 0.191998
63 Ni12 230.109 0.194041
63 Ni12 240.109 0.196248
63 Ni12 250.109 0.197457
63 Ni12 260.11 0.199733
63 Ni12 270.11 0.201812
63 Ni12 280.111 0.203509
63 Ni12 290.111 0.205576
63 Ni12 300.111 0.206688
63 Ni12 310.112 0.208958
63 Ni12 320.112 0.210989
63 Ni12 330.113 0.212469
63 Ni12 340.113 0.213783
63 Ni12 350.113 0.215579
63 Ni12 360.114 0.217429
63 Ni12 370.114 0.218678
63 Ni12 380.114 0.219634
63 Ni12 390.115 0.222623
63 Ni12 400.115 0.224015
63 Ni12 410.116 0.224944
63 Ni12 420.116 0.226379
63 Ni12 430.116 0.227982
63 Ni12 440.117 0.229232
63 Ni12 450.117 0.231313
63 Ni12 460.117 0.232934
63 Ni12 470.118 0.234721
63 Ni12 480.118 0.236115
63 Ni12 490.119 0.237035
T= 490.119 Sum_i(J(m_i, T))
   
64 Ni13 0.100004 2.606
64 Ni13 10.1004 2.606
64 Ni13 20.1008 2.606
64 Ni13 30.1011 2.606
64 Ni13 40.1015 2.606
64 Ni13 50.1019 2.606
64 Ni13 60.1023 2.606
64 Ni13 70.1027 2.606
64 Ni13 80.103 2.606
64 Ni13 90.1034 2.606
64 Ni13 100.104 2.606
64 Ni13 110.104 2.606
64 Ni13 120.105 2.606
64 Ni13 130.105 2.606
64 Ni13 140.105 2.606
64 Ni13 150.106 2.606
64 Ni13 160.106 2.606
64 Ni13 170.106 2.606
64 Ni13 180.107 2.606
64 Ni13 190.107 2.606
64 Ni13 200.108 2.606
64 Ni13 210.108 2.606
64 Ni13 220.108 2.606
64 Ni13 230.109 2.606
64 Ni13 240.109 2.606
64 Ni13 250.109 2.606
64 Ni13 260.11 2.606
64 Ni13 270.11 2.606
64 Ni13 280.111 2.606
64 Ni13 290.111 2.606
64 Ni13 300.111 2.606
64 Ni13 310.112 2.606
64 Ni13 320.112 2.606
64 Ni13 330.113 2.606
64 Ni13 340.113 2.606
64 Ni13 350.113 2.606
64 Ni13 360.114 2.606
64 Ni13 370.114 2.606
64 Ni13 380.114 2.606
64 Ni13 390.115 2.606
64 Ni13 400.115 2.606
64 Ni13 410.116 2.606
64 Ni13 420.116 2.606
64 Ni13 430.116 2.606
64 Ni13 440.117 2.606
64 Ni13 450.117 2.606
64 Ni13 460.117 2.606
64 Ni13 470.118 2.606
64 Ni13 480.118 2.606
64 Ni13 490.119 2.606
T= 490.119 Sum_i(J(m_i, T))
   
